siteid,sitename,plotid,easting,northing,taxonid,scientificname,indvidualid,pointid,individualdistance,individualazimuth,dbh,dbhheight,basalcanopydiam,basalcanopydiam_90deg,maxcanopydiam,canopydiam_90deg,stemheight,stemremarks,stemstatus,canopyform,livingcanopy,inplotcanopy,materialsampleid,dbhqf,stemmapqf
SOAP,Soaproot Saddle,SOAP43,297057.5,4100720.0,QUKE,Quercus kelloggii,563,center,4.4,213.9,1.3,10.0,0.0,0.0,0.5,0.7,1.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297047.7,4100603.5,QUKE,Quercus kelloggii,560,center,8.7,303.2,1.0,130.0,0.0,0.0,1.4,1.3,0.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297059.9,4100603.2,QUKE,Quercus kelloggii,502,center,6.8,47.2,1.5,10.0,0.0,0.0,0.9,0.6,1.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299173.8,4100964.5,RHIL,Rhamnus ilicifolia,172,center,5.3,271.3,1.0,10.0,0.0,0.0,1.1,0.5,1.2,,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299174.1,4100964.5,RHIL,Rhamnus ilicifolia,174,center,5.0,271.9,0.8,10.0,0.0,0.0,1.2,0.6,0.7,,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299182.5,4100958.2,RHIL,Rhamnus ilicifolia,116,center,7.0,150.7,0.4,10.0,0.0,0.0,0.3,0.0,0.6,,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299175.3,4100960.2,RHIL,Rhamnus ilicifolia,85,center,5.6,223.3,,0.0,3.0,2.0,1.3,1.0,0.6,hemi 80 live,,NA,,,NA,,0
SOAP,Soaproot Saddle,SOAP1695,299171.0,4100964.2,RHIL,Rhamnus ilicifolia,101,center,8.1,268.4,0.5,10.0,0.0,0.0,0.8,1.0,0.6,,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299183.0,4100958.0,RHIL,Rhamnus ilicifolia,115,center,7.5,149.2,0.6,10.0,0.0,0.0,0.5,0.0,0.9,,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299174.5,4100966.2,RHIL,Rhamnus ilicifolia,167,center,5.0,291.4,,130.0,9.0,1.0,1.0,0.5,0.8,,,Sphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299171.7,4100963.8,RHIL,Rhamnus ilicifolia,99,center,7.4,264.8,0.0,0.0,4.0,6.0,1.8,1.0,0.9,40 live hemi,sprouting from dead,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299174.6,4100965.0,RHIL,Rhamnus ilicifolia,176,center,4.6,279.1,0.5,10.0,0.0,0.0,1.2,0.5,0.9,,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299174.0,4100964.5,RHIL,Rhamnus ilicifolia,173,center,5.1,272.1,0.5,10.0,0.0,0.0,0.3,0.3,0.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299175.3,4100964.2,RHIL,Rhamnus ilicifolia,98,center,3.8,268.0,0.9,10.0,0.0,0.0,0.5,1.0,1.3,,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299174.6,4100965.0,RHIL,Rhamnus ilicifolia,175,center,4.6,279.4,0.6,10.0,0.0,0.0,1.4,30.0,0.7,,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299174.0,4100966.0,RIRO,Ribes roezlii,166,center,5.3,286.2,,130.0,22.0,22.0,1.0,0.9,1.4,,,Sphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297040.1,4100092.8,RIRO,Ribes roezlii,309,SW,10.9,34.1,,130.0,60.0,60.0,1.1,1.2,0.8,7 stems,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297039.1,4100088.0,RIRO,Ribes roezlii,320,SW,6.7,50.0,0.7,130.0,0.0,0.0,0.8,0.4,0.8,same root as 319,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299839.7,4100416.8,RIRO,Ribes roezlii,128,center,4.4,245.2,,130.0,7.0,8.0,0.7,0.5,0.9,5 stems,,Hemisphere,90,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299174.8,4100965.0,RIRO,Ribes roezlii,165,center,4.4,278.3,,130.0,18.0,21.0,1.4,1.6,1.3,,,Sphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP43,297058.8,4100724.8,RIRO,Ribes roezlii,633,center,1.7,316.8,,130.0,38.0,10.0,1.0,0.9,1.0,5 stems,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP223,299297.8,4101470.2,RIRO,Ribes roezlii,988,center,5.0,135.1,,130.0,9.0,1.0,0.7,0.6,1.1,2 stems,,Cone,60,100,,0,0
SOAP,Soaproot Saddle,SOAP43,297061.4,4100726.0,RIRO,Ribes roezlii,619,center,2.7,30.9,,130.0,26.0,15.0,0.9,0.6,0.8,6 stems,,Hemisphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297054.7,4100086.2,RIRO,Ribes roezlii,328,center,7.7,146.7,,130.0,40.0,18.0,1.9,1.1,1.5,4 stems,,,100,100,,0,1
SOAP,Soaproot Saddle,SOAP1695,299175.1,4100965.5,RIRO,Ribes roezlii,164,center,4.1,284.0,,130.0,22.0,20.0,2.8,3.0,1.8,,,Sphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297046.2,4100101.2,RIRO,Ribes roezlii,421,center,9.7,333.5,,130.0,20.0,10.0,0.8,0.3,1.0,4 stems,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP187,297530.5,4100549.5,RIRO,Ribes roezlii,214,center,3.1,267.9,,130.0,48.0,31.0,1.0,0.9,1.3,10 stems,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299849.4,4100427.8,RIRO,Ribes roezlii,1218,center,10.9,31.8,,130.0,6.0,2.0,0.7,0.6,1.0,2 stems,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP43,297060.4,4100721.8,RIRO,Ribes roezlii,590,center,1.9,166.7,0.8,10.0,0.0,0.0,0.6,0.6,0.9,,,,100,100,,0,0
SJER,San Joaquin,SJER128,257085.7,4111381.5,PISA2,Pinus sabiniana,1485,center,9.7,135.6,67.4,130.0,0.0,0.0,15.1,12.4,18.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299849.0,4100426.8,RIRO,Ribes roezlii,1223,center,9.8,33.0,,130.0,6.0,5.0,0.9,0.4,1.0,3 stems,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1343,299588.2,4100964.5,RIRO,Ribes roezlii,769,SW,2.5,27.6,,130.0,20.0,11.0,1.2,1.0,1.0,24 stems,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297039.1,4100088.0,RIRO,Ribes roezlii,319,SW,6.7,50.0,0.7,10.0,0.0,0.0,0.3,0.3,0.9,same root as 320,,Sphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP991,299149.5,4101473.0,RIRO,Ribes roezlii,956,SE,6.9,286.9,,130.0,4.0,2.0,0.8,0.3,1.1,3 stems,,Cone,75,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299849.0,4100426.0,RIRO,Ribes roezlii,1224,center,9.2,35.1,,130.0,9.0,7.0,1.0,0.5,0.8,4 stems,,Sphere,100,100,,0,0
SJER,San Joaquin,SJER2796,256047.7,4111548.5,ARVI4,Arctostaphylos viscida,1622,NE,5.8,31.4,,130.0,43.0,31.0,5.7,4.8,3.3,3 stems,,Hemisphere,70,100,f095,0,0
SJER,San Joaquin,SJER272,256722.9,4112170.2,ARVI4,Arctostaphylos viscida,1427,center,6.0,65.9,,130.0,23.0,14.0,5.9,4.3,1.7,2 stems,,Hemisphere,35,100,,0,0
SJER,San Joaquin,SJER112,257421.4,4111308.2,ARVI4,Arctostaphylos viscida,1511,center,17.2,57.1,,130.0,22.0,12.0,2.5,2.1,2.1,6 stems,,Sphere,70,100,f035,0,0
SJER,San Joaquin,SJER272,256720.5,4112177.2,ARVI4,Arctostaphylos viscida,1431,center,9.9,17.7,17.1,10.0,0.0,0.0,5.2,4.6,3.0,,,Sphere,80,100,f087,0,0
SJER,San Joaquin,SJER112,257406.2,4111284.0,ARVI4,Arctostaphylos viscida,1507,center,15.1,183.0,,130.0,105.0,43.0,8.5,6.1,3.1,3 stems; old growth,,Hemisphere,85,100,f034,0,0
SJER,San Joaquin,SJER272,256714.0,4112173.5,ARVI4,Arctostaphylos viscida,1433,center,6.8,329.5,,130.0,107.0,66.0,3.3,2.5,1.7,3 stems,long dead,Hemisphere,0,100,,0,0
SJER,San Joaquin,SJER2796,256052.0,4111530.0,ARVI4,Arctostaphylos viscida,1620,SE,10.5,52.6,18.6,1.0,0.0,0.0,6.5,5.2,3.8,,,Hemisphere,85,100,f093,0,0
SJER,San Joaquin,SJER272,256719.8,4112169.0,ARVI4,Arctostaphylos viscida,1425,center,2.6,65.6,,130.0,73.0,66.0,3.3,2.1,1.4,4 stems,,Hemisphere,85,100,f086,0,0
SJER,San Joaquin,SJER112,257398.7,4111285.5,ARVI4,Arctostaphylos viscida,1506,center,15.9,211.3,,130.0,495.0,126.0,7.5,6.9,3.1,basal area crazy bc stems spread along ground and root away from main basal before branching aerially. main basal 55x90cm,,Hemisphere,55,100,f033,0,0
SJER,San Joaquin,SJER272,256718.6,4112173.5,ARVI4,Arctostaphylos viscida,1426,center,5.8,11.4,,130.0,30.0,12.0,2.5,2.9,1.7,3 stems,,Hemisphere,60,100,,0,0
SJER,San Joaquin,SJER272,256702.0,4112160.5,ARVI4,Arctostaphylos viscida,1435,center,17.1,244.5,,130.0,62.0,41.0,5.1,4.3,2.7,8 stems,,Sphere,70,100,f085,0,0
SJER,San Joaquin,SJER1068,255857.6,4111576.5,CECU,Ceanothus cuneatus,1639,center,10.0,31.2,,130.0,152.0,138.0,6.6,4.5,3.2,11 stems. crazy old cecu where stems collapsed and sprouted along ground,,Hemisphere,60,100,,0,0
SJER,San Joaquin,SJER916,257455.3,4109618.2,CECU,Ceanothus cuneatus,1560,center,5.4,285.9,6.2,0.0,0.0,0.0,1.3,1.0,1.2,,,Cone,90,100,f005,1,0
SJER,San Joaquin,SJER361,256954.8,4107528.0,CECU,Ceanothus cuneatus,1370,center,7.1,278.4,6.1,0.0,0.0,0.0,1.4,1.3,1.7,,,Cone,90,100,,1,0
SJER,San Joaquin,SJER1068,255862.0,4111575.2,CECU,Ceanothus cuneatus,1638,NE,2.6,194.5,9.3,1.0,0.0,0.0,2.2,2.2,2.1,,,Cone,100,100,f078,0,0
SJER,San Joaquin,SJER361,256948.5,4107522.2,CECU,Ceanothus cuneatus,1373,SW,6.1,327.7,,130.0,104.0,29.0,4.9,4.6,2.9,8 stems,,Hemisphere,80,100,f022,0,0
SJER,San Joaquin,SJER3239,258503.4,4109866.5,CECU,Ceanothus cuneatus,1599,NE,3.7,269.8,6.5,10.0,0.0,0.0,3.0,2.4,2.0,crazy stem growing along ground and sprouting,,Hemisphere,70,100,,0,0
SJER,San Joaquin,SJER361,256967.8,4107520.0,CECU,Ceanothus cuneatus,1358,center,9.2,139.6,,130.0,48.0,37.0,3.6,2.4,2.1,8 stems,,Hemisphere,40,100,,0,0
SJER,San Joaquin,SJER361,256959.7,4107517.2,CECU,Ceanothus cuneatus,1372,center,10.0,192.3,,130.0,39.0,22.0,4.1,4.0,2.6,4 stems,,Sphere,90,100,f019,0,0
SJER,San Joaquin,SJER361,256965.3,4107526.2,CECU,Ceanothus cuneatus,1354,center,3.6,102.6,,130.0,216.0,87.0,4.1,3.2,2.1,20 stems some run just below surface and resprout,,Hemisphere,85,100,,0,0
SJER,San Joaquin,SJER361,256969.4,4107523.2,CECU,Ceanothus cuneatus,1356,center,8.5,116.3,,130.0,0.0,0.0,1.8,1.4,2.3,f020,,Cone,100,100,,0,0
SJER,San Joaquin,SJER361,256956.0,4107523.2,CECU,Ceanothus cuneatus,1348,SW,7.5,34.4,,130.0,100.0,50.0,4.7,4.2,2.4,14 stems,,Sphere,90,100,,0,0
SJER,San Joaquin,SJER3239,258503.1,4109864.8,CECU,Ceanothus cuneatus,1598,NE,4.4,245.3,8.0,1.0,0.0,0.0,1.0,0.8,2.9,,,Cylinder,80,100,,0,0
SJER,San Joaquin,SJER361,256961.8,4107525.8,CECU,Ceanothus cuneatus,1353,center,1.4,179.7,9.2,0.0,0.0,0.0,1.4,1.3,2.0,,,Cone,95,100,,1,0
SJER,San Joaquin,SJER361,256967.3,4107536.5,CECU,Ceanothus cuneatus,1364,center,10.9,30.4,,130.0,18.0,11.0,1.1,0.4,1.0,2 stems; broken by fallen pine,dead,Hemisphere,0,100,,0,0
SJER,San Joaquin,SJER128,257072.3,4111389.0,CECU,Ceanothus cuneatus,1492,center,6.6,273.7,5.0,2.0,0.0,0.0,0.8,0.8,1.0,,grazed,Cone,90,100,,0,0
SJER,San Joaquin,SJER361,256955.5,4107531.2,CECU,Ceanothus cuneatus,1371,NW,6.9,147.8,,130.0,112.0,57.0,4.2,3.8,2.7,14 stems,,Hemisphere,100,100,,0,0
SJER,San Joaquin,SJER361,256956.3,4107527.2,CECU,Ceanothus cuneatus,1369,center,5.5,272.8,4.2,0.0,0.0,0.0,0.7,0.7,1.3,,,Cone,100,100,,1,0
SJER,San Joaquin,SJER361,256958.3,4107525.0,CECU,Ceanothus cuneatus,1349,center,4.1,238.7,3.4,10.0,0.0,0.0,0.6,0.6,1.3,,,Cone,95,100,,0,0
SJER,San Joaquin,SJER361,256955.5,4107522.0,CECU,Ceanothus cuneatus,1347,SW,6.2,37.0,8.5,10.0,0.0,0.0,2.3,2.1,2.6,,,Cone,95,100,,0,0
SJER,San Joaquin,SJER3239,258490.4,4109862.8,CECU,Ceanothus cuneatus,1606,center,8.8,310.3,6.9,1.0,0.0,0.0,1.2,0.8,1.4,,,Cone,95,100,,0,0
SJER,San Joaquin,SJER3239,258493.1,4109864.5,CECU,Ceanothus cuneatus,1605,center,8.5,331.8,4.0,1.0,0.0,0.0,0.9,0.8,1.0,,,Cone,100,100,,0,0
SJER,San Joaquin,SJER361,256957.7,4107529.2,CECU,Ceanothus cuneatus,1368,center,4.6,297.3,,130.0,73.0,62.0,4.8,4.7,2.6,,,Hemisphere,85,100,,0,0
SJER,San Joaquin,SJER128,257086.9,4111390.0,CECU,Ceanothus cuneatus,1486,center,8.2,79.4,,130.0,43.0,37.0,5.8,5.1,3.4,8 stems,,Sphere,60,100,,0,0
SJER,San Joaquin,SJER1068,255862.5,4111572.5,CECU,Ceanothus cuneatus,1637,NE,5.1,181.7,,130.0,12.0,12.0,1.5,1.5,1.7,5 stems,,Cone,100,100,,0,0
SJER,San Joaquin,SJER361,256958.6,4107526.0,CECU,Ceanothus cuneatus,1350,center,3.4,252.0,8.4,130.0,0.0,0.0,1.7,1.2,2.3,,,Cone,100,100,,0,0
SJER,San Joaquin,SJER916,257466.8,4109614.2,CECU,Ceanothus cuneatus,1556,center,6.8,111.7,,130.0,102.0,48.0,5.9,4.2,2.8,6 stems,,Hemisphere,90,100,f001,0,0
SJER,San Joaquin,SJER361,256960.3,4107526.0,CECU,Ceanothus cuneatus,1351,center,1.8,238.8,6.4,0.0,0.0,0.0,1.6,1.3,2.1,,,Cone,100,100,,1,0
SJER,San Joaquin,SJER361,256961.0,4107528.0,CECU,Ceanothus cuneatus,1367,center,1.2,318.1,,130.0,15.0,7.0,1.7,1.6,1.9,2 stems,,Cone,100,100,f361,0,0
SJER,San Joaquin,SJER916,257458.9,4109617.2,CECU,Ceanothus cuneatus,1559,center,1.7,290.9,3.1,0.0,0.0,0.0,0.6,0.6,0.6,,,Cone,100,100,,1,0
SJER,San Joaquin,SJER916,257468.7,4109626.0,CECU,Ceanothus cuneatus,1558,center,12.4,41.4,,130.0,53.0,53.0,5.6,3.2,1.0,9 stems,long dead,Hemisphere,0,100,,0,0
SJER,San Joaquin,SJER361,256969.8,4107528.8,CECU,Ceanothus cuneatus,1363,center,8.2,77.7,,130.0,44.0,35.0,2.9,2.1,1.9,3 stems,,Hemisphere,60,100,,0,0
SJER,San Joaquin,SJER3239,258504.7,4109866.5,CECU,Ceanothus cuneatus,1601,NE,2.4,264.9,,130.0,18.0,12.0,2.6,2.5,3.1,2 stems,,Sphere,100,100,,0,0
SJER,San Joaquin,SJER3239,258502.9,4109866.0,CECU,Ceanothus cuneatus,1600,NE,4.2,261.7,,130.0,23.0,14.0,2.7,2.6,2.1,3 stems,,Cone,50,100,,0,0
SJER,San Joaquin,SJER3239,258500.9,4109863.5,CECU,Ceanothus cuneatus,1603,NE,7.0,243.0,11.5,1.0,0.0,0.0,5.0,2.7,2.7,,,Cone,70,100,,0,0
SJER,San Joaquin,SJER361,256960.3,4107542.5,CECU,Ceanothus cuneatus,1374,center,15.5,354.5,24.7,130.0,0.0,0.0,4.8,4.3,3.3,,,Sphere,100,100,f021; outside 20x20 plot,0,0
SJER,San Joaquin,SJER361,256953.8,4107521.8,CECU,Ceanothus cuneatus,1346,SW,5.0,23.3,9.5,10.0,0.0,0.0,2.2,1.6,2.2,,,Cone,95,100,,0,0
SJER,San Joaquin,SJER128,257087.9,4111391.0,CECU,Ceanothus cuneatus,1487,center,9.4,75.0,,130.0,48.0,31.0,6.5,4.6,3.6,6 stems,dead,Hemisphere,0,100,,0,0
SJER,San Joaquin,SJER361,256961.5,4107520.5,CECU,Ceanothus cuneatus,1342,center,6.7,182.8,16.4,0.0,0.0,0.0,2.5,2.4,3.0,,,Cone,85,100,,1,0
SJER,San Joaquin,SJER361,256967.0,4107522.5,CECU,Ceanothus cuneatus,1357,center,7.0,131.8,,130.0,58.0,38.0,4.3,4.3,2.7,5 stems,not many lvs on live parts,Sphere,70,100,,0,0
SJER,San Joaquin,SJER361,256955.6,4107519.2,CECU,Ceanothus cuneatus,1345,center,9.9,218.6,,130.0,124.0,1.6,5.2,5.1,2.3,19 stems,,Sphere,80,100,,0,0
SJER,San Joaquin,SJER3239,258493.3,4109851.8,CECU,Ceanothus cuneatus,1591,center,6.5,216.2,15.8,1.0,0.0,0.0,3.6,2.9,2.8,,,Cone,100,100,,0,0
SJER,San Joaquin,SJER3239,258492.9,4109848.5,CECU,Ceanothus cuneatus,1592,SW,6.5,80.6,9.0,1.0,0.0,0.0,1.4,1.6,2.8,,,Cone,100,100,,0,0
SJER,San Joaquin,SJER1068,255858.0,4111579.8,CECU,Ceanothus cuneatus,1646,NE,5.1,294.2,,130.0,67.0,45.0,4.2,3.9,2.9,6 stems,,Sphere,100,100,f079,0,0
SJER,San Joaquin,SJER3239,258493.6,4109858.5,CECU,Ceanothus cuneatus,1608,center,3.8,293.7,,130.0,35.0,22.0,5.2,5.1,3.1,7 stems,,Sphere,90,100,,0,0
SJER,San Joaquin,SJER361,256961.6,4107529.5,CECU,Ceanothus cuneatus,1366,center,2.5,354.9,7.4,0.0,0.0,0.0,1.6,1.3,1.5,,,Cone,95,100,,1,0
SJER,San Joaquin,SJER361,256960.8,4107526.0,CECU,Ceanothus cuneatus,1352,center,1.4,224.8,8.6,0.0,0.0,0.0,2.0,1.7,2.0,,,Cone,100,100,,1,0
SJER,San Joaquin,SJER361,256961.5,4107519.2,CECU,Ceanothus cuneatus,1344,SE,10.5,281.6,6.9,10.0,0.0,0.0,1.8,1.2,2.3,,,Cone,95,100,,0,0
SJER,San Joaquin,SJER3239,258504.1,4109866.5,CECU,Ceanothus cuneatus,1602,NE,3.0,268.2,,130.0,27.0,8.0,2.8,2.5,2.6,3 stems,,Cone,75,100,,0,0
SJER,San Joaquin,SJER361,256967.7,4107517.5,CECU,Ceanothus cuneatus,1360,center,11.2,148.0,,130.0,133.0,12.0,4.7,3.2,2.5,13 stems some emerging after running below the surface. 1 giant 30x40 basal stem,,Hemisphere,100,100,,0,0
SJER,San Joaquin,SJER361,256966.8,4107535.8,CECU,Ceanothus cuneatus,1365,center,10.1,29.7,,130.0,40.0,19.0,1.0,0.5,0.6,2 stems; broken by fallen pine,dead,Cone,0,100,,0,0
SJER,San Joaquin,SJER916,257466.8,4109624.2,CECU,Ceanothus cuneatus,1557,center,9.8,40.3,3.4,0.0,0.0,0.0,1.1,0.9,1.0,,,Cone,100,100,f002,1,0
SJER,San Joaquin,SJER3239,258503.2,4109861.5,CECU,Ceanothus cuneatus,1596,NE,6.4,217.5,12.0,1.0,0.0,0.0,3.2,2.8,1.5,,,Hemisphere,100,100,,0,0
SJER,San Joaquin,SJER361,256966.8,4107524.2,CECU,Ceanothus cuneatus,1355,center,5.7,119.5,23.9,10.0,0.0,0.0,4.6,4.7,2.7,,,Cone,95,100,,0,0
SJER,San Joaquin,SJER916,257458.1,4109605.8,CECU,Ceanothus cuneatus,1561,center,11.2,192.4,,130.0,31.0,14.0,2.0,1.5,1.5,2 stems,,Sphere,100,100,f004,0,0
SJER,San Joaquin,SJER3239,258494.3,4109851.8,CECU,Ceanothus cuneatus,1589,center,5.9,208.3,7.1,1.0,0.0,0.0,1.5,1.2,2.8,,,Cone,100,100,,0,0
SJER,San Joaquin,SJER3239,258499.4,4109862.5,CECU,Ceanothus cuneatus,1588,center,5.9,22.4,1.8,1.0,0.0,0.0,0.7,0.6,1.0,,,Cone,90,100,,0,0
SJER,San Joaquin,SJER361,256962.0,4107528.5,CECU,Ceanothus cuneatus,1361,center,1.3,10.2,,130.0,11.0,7.0,1.1,1.3,1.9,11 stems,,Cone,100,100,,0,0
SJER,San Joaquin,SJER3239,258498.4,4109851.0,CECU,Ceanothus cuneatus,1595,center,6.1,167.5,,130.0,48.0,33.0,5.9,5.7,3.8,6 stems,,Hemisphere,70,100,,0,0
SJER,San Joaquin,SJER3239,258494.0,4109847.8,CECU,Ceanothus cuneatus,1593,SW,7.5,87.6,12.4,1.0,0.0,0.0,2.6,1.9,2.8,,,Cone,100,100,,0,0
SJER,San Joaquin,SJER361,256960.8,4107519.5,CECU,Ceanothus cuneatus,1343,center,7.5,187.6,3.8,10.0,0.0,0.0,1.4,0.9,1.6,,,Cone,90,100,,0,0
SJER,San Joaquin,SJER3239,258494.3,4109850.8,CECU,Ceanothus cuneatus,1590,center,6.9,203.8,14.5,1.0,0.0,0.0,3.3,2.4,3.7,,,Cone,100,100,,0,0
SJER,San Joaquin,SJER361,256966.1,4107520.5,CECU,Ceanothus cuneatus,1359,center,7.9,147.4,,130.0,56.0,39.0,4.3,3.3,2.5,9 stems,,Hemisphere,60,100,,0,0
SJER,San Joaquin,SJER3239,258496.2,4109847.5,CECU,Ceanothus cuneatus,1594,center,9.4,185.4,,130.0,18.0,8.0,1.4,1.1,2.5,5 stems,,Cylinder,100,100,,0,0
SJER,San Joaquin,SJER3239,258491.6,4109860.0,CECU,Ceanothus cuneatus,1607,center,6.2,298.3,8.9,1.0,0.0,0.0,2.5,2.1,2.0,,,Sphere,100,100,,0,0
SJER,San Joaquin,SJER361,256963.2,4107529.0,CECU,Ceanothus cuneatus,1362,center,2.5,33.9,57.0,0.0,0.0,0.0,2.3,1.9,1.5,,,Cone,95,100,,1,0
SJER,San Joaquin,SJER1068,255854.6,4111568.5,CELE2,Ceanothus leucodermis,1635,center,2.3,75.7,19.3,10.0,0.0,0.0,3.9,3.8,2.6,,,Sphere,45,100,,0,0
SJER,San Joaquin,SJER1068,255854.4,4111563.5,CELE2,Ceanothus leucodermis,1634,center,4.7,154.2,,130.0,21.0,18.0,1.5,0.7,0.0,3 stems,long dead,Hemisphere,0,100,,0,0
SJER,San Joaquin,SJER1068,255859.4,4111572.8,CELE2,Ceanothus leucodermis,1636,center,8.6,55.3,,130.0,43.0,35.0,6.4,6.5,3.1,15 stems,,Hemisphere,90,100,f077,0,0
SJER,San Joaquin,SJER2796,256026.8,4111524.2,CELE2,Ceanothus leucodermis,1612,center,12.2,218.4,30.1,1.0,0.0,0.0,6.6,6.0,4.4,,,Sphere,90,100,f097,0,0
SJER,San Joaquin,SJER2796,256030.5,4111543.2,CELE2,Ceanothus leucodermis,1619,center,10.2,337.6,,130.0,76.0,27.0,4.3,3.2,2.9,10 stems,dead w branches,,0,100,,0,0
SJER,San Joaquin,SJER1068,255853.9,4111576.8,CELE2,Ceanothus leucodermis,1640,center,9.0,9.8,24.6,1.0,,,6.2,4.1,2.0,3 stems,dead and sprawling,Hemisphere,0,100,,0,0
SJER,San Joaquin,SJER1068,255845.5,4111559.0,CELE2,Ceanothus leucodermis,1632,SW,3.4,80.0,14.4,1.0,0.0,0.0,3.7,3.5,2.1,,,Sphere,100,100,,0,0
SJER,San Joaquin,SJER824,256182.9,4110056.0,CELE2,Ceanothus leucodermis,1395,center,8.9,342.2,,130.0,105.0,89.0,5.7,4.9,3.7,22 stems,,Sphere,60,100,f047,0,0
SJER,San Joaquin,SJER2796,256019.7,4111534.5,CELE2,Ceanothus leucodermis,1627,center,14.7,273.0,20.8,10.0,0.0,0.0,5.5,4.8,2.8,,,Hemisphere,65,100,f098,0,0
SJER,San Joaquin,SJER1068,255858.1,4111567.8,CELE2,Ceanothus leucodermis,1633,center,5.7,90.6,,130.0,100.0,48.0,4.7,4.5,2.5,3 stems 0,,Hemisphere,80,100,f074,0,0
SJER,San Joaquin,SJER2796,256035.3,4111530.5,CELE2,Ceanothus leucodermis,1614,center,3.4,164.4,17.3,1.0,0.0,0.0,5.1,4.3,3.8,,,Cone,95,100,f096,0,0
SJER,San Joaquin,SJER1068,255848.6,4111577.0,CELE2,Ceanothus leucodermis,1641,center,10.0,338.0,,130.0,138.0,58.0,9.8,6.3,4.0,7 stems,,Hemisphere,35,100,f076,0,0
SJER,San Joaquin,SJER8,254749.3,4110239.8,KEBR,Keckiella breviflora,1479,center,14.3,131.6,,130.0,41.0,9.0,1.5,1.3,1.2,7 stems,,Sphere,100,100,f062,0,0
SJER,San Joaquin,SJER952,255866.2,4110759.5,LUAL4,Lupinus albifrons,1700,center,5.0,273.6,,130.0,8.0,5.0,1.3,1.2,1.2,2 stems,,Cone,90,100,,0,0
SJER,San Joaquin,SJER952,255864.6,4110752.0,LUAL4,Lupinus albifrons,1660,center,9.7,222.9,3.3,130.0,0.0,0.0,0.9,0.8,0.7,,,Cone,100,100,,0,0
SJER,San Joaquin,SJER952,255863.5,4110749.8,LUAL4,Lupinus albifrons,1659,center,12.0,219.6,6.1,1.0,0.0,0.0,1.5,1.5,1.2,,,Cone,95,100,,0,0
SJER,San Joaquin,SJER952,255863.9,4110761.8,LUAL4,Lupinus albifrons,1697,center,7.8,290.9,9.8,10.0,0.0,0.0,1.5,0.9,0.9,,dead and horiz,Hemisphere,0,100,,0,0
SJER,San Joaquin,SJER952,255861.9,4110750.0,LUAL4,Lupinus albifrons,1658,center,13.0,225.9,4.6,1.0,0.0,0.0,0.6,0.6,1.1,,dead,Cone,0,100,,0,0
SJER,San Joaquin,SJER952,255863.7,4110754.5,LUAL4,Lupinus albifrons,1656,center,8.8,238.9,3.5,1.0,0.0,0.0,0.8,0.7,1.0,,,Cone,90,100,,0,0
SJER,San Joaquin,SJER952,255862.7,4110751.8,LUAL4,Lupinus albifrons,1657,center,11.2,229.7,15.3,1.0,0.0,0.0,2.8,2.4,1.7,,,Cone,85,100,,0,0
SJER,San Joaquin,SJER952,255879.4,4110766.5,LUAL4,Lupinus albifrons,1684,center,11.1,47.3,2.3,1.0,0.0,0.0,0.4,0.2,0.9,,dead,Cylinder,0,100,,0,0
SJER,San Joaquin,SJER952,255864.9,4110761.5,LUAL4,Lupinus albifrons,1698,center,6.7,290.3,2.6,1.0,0.0,0.0,0.4,0.4,0.7,,,Cone,95,100,,0,0
